Name,Size,Type,Alignment,AC,AC info,Mean HP,HP Dice,Speed,Prof. bonus,STR,DEX,CON,INT,WIS,CHA,Skill Proficiencies,Resistances,Vulnerabilities,Immunities,Conditions Immunity,Senses,Passive Perception,Languages,Trait Name,Trait Description,Action Name,Action Description,Legendary Action Name,Legendary Action Description,CR,Source
Blue Slaad,L,aberration,chaotic neutral,15,natural armor,123,13d10+52,30 ft.,3,20,15,18,7,7,9,Perception +1,"acid, cold, fire, lightning, thunder",,,,darkvision 60 ft.,11,"Slaad, telepathy 60 ft.","['Magic Resistance', 'Regeneration', 'Variant: Control Gem']","['The slaad has advantage on saving throws against spells and other magical effects', 'The slaad regains 10 hit points at the start of its turn if it has at least 1 hit point.', ""Implanted in the slaad's brain is a magic control gem. The slaad must obey whoever possesses the gem and is immune to being charmed while so controlled."", ""Certain spells can be used to acquire the gem. If the slaad fails its saving throw against imprisonment, the spell can transfer the gem to the spellcaster's open hand, instead of imprisoning the slaad. A wish spell, if cast in the slaad's presence, can be worded to acquire the gem."", 'A greater restoration spell cast on the slaad destroys the gem without harming the slaad.', 'Someone who is proficient in Wisdom (Medicine) can remove the gem from an incapacitated slaad. Each try requires 1 minute of uninterrupted work and a successful DC 20 Wisdom (Medicine) check. Each failed attempt deals 22 (4d10) psychic damage to the slaad.']","['Multiattack', 'Bite', 'Claw']","['The slaad makes three attacks: one with its bite and two with its claws.', 'Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) piercing damage.', ""Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage. If the target is a humanoid, it must succeed on a DC 15 Constitution saving throw or be infected with a disease called chaos phage. While infected, the target can't regain hit points, and its hit point maximum is reduced by 10 (3d6) every 24 hours. If the disease reduces the target's hit point maximum to 0, the target instantly transforms into a red slaad or, if it has the ability to cast spells of 3rd level or higher, a green slaad. Only a wish spell can reverse the transformation.""]",[],[],7.0, monster manual
Boar,M,beast,unaligned,11,natural armor,11,2d8+2,40 ft.,2,13,11,12,2,9,5,,,,,,,9,,"['Charge', 'Relentless (Recharges after a Short or Long Rest)']","['If the boar moves at least 20 ft. straight toward a target and then hits it with a tusk attack on the same turn, the target takes an extra 3 (1d6) slashing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.', 'If the boar takes 7 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.']",['Tusk'],"['Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) slashing damage.']",[],[],0.25, monster manual
Bodak,M,undead,chaotic evil,15,natural armor,58,9d8+18,30 ft.,3,15,16,15,7,12,12,"Perception +4, Stealth +6","cold, fire, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,"lightning, poison","charmed, frightened, poisoned",darkvision 120 ft.,14,"Abyssal, the languages it knew in life","['Aura of Annihilation', 'Death Gaze', 'Sunlight Hypersensitivity']","['The bodak can activate or deactivate this feature as a bonus action. While active, the aura deals 5 necrotic damage to any creature that ends its turn within 30 feet of the bodak. Undead and fiends ignore this effect.', ""When a creature that can see the bodak’s eyes starts its turn within 30 feet of the bodak, the bodak can force it to make a DC 13 Constitution saving throw if the bodak isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is reduced to 0 hit points, unless it is immune to the frightened condition. Otherwise, a creature takes 16 (3d10) psychic damage on a failed save."", '\tUnless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so. it has disadvantage on attack rolls against the bodak until the start of its next turn. If the creature looks at the bodak in the meantime, it must immediately make the saving throw.', 'The bodak takes 5 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.']","['Fist', 'Withering Gaze']","['Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 4 (1d4+2) bludgeoning damage plus 9 (2d8) necrotic damage.', 'One creature that the bodak can see within 60 feet of it must make a DC 13 Constitution saving throw, taking 22 (4d10) necrotic damage on a failed save, or half as much damage on a successful one.']",[],[],6.0, Volo's Guide
Boggle,S,fey,chaotic neutral,14,,18,4d6+4,"30 ft., climb 30 ft.",2,8,18,13,6,12,7,"Perception +3, Sleight of Hand +6, Stealth +6",fire,,,,darkvision 60 ft.,13,Sylvan,"['Boggle Oil', 'Dimensional Rift', 'Uncanny Smell']","['The boggle excretes nonflammable oil from its pores. The boggle chooses whether the oil is slippery or sticky and can change the oil on its skin from one consistency to another as a bonus action.', '\t ', 'Slippery Oil: While coated in slippery oil, the boggle gains advantage on Dexterity (Acrobatics) checks made to escape bonds, squeeze through narrow spaces, and end grapples.', '\t ', 'Sticky Oil: While coated in sticky oil, the boggle gains advantage on Strength (Athletics) checks made to grapple and any ability check made to maintain a hold on another creature, a surface, or an object. The boggle can also climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.', ""As a bonus action, the boggle can create an invisible and immobile rift within an opening or frame it can see within 5 feet of it, provided that the space is no bigger than 10 feet on any side. The dimensional rift bridges the distance between that space and any point within 30 feet of it that the boggle can see or specify by distance and direction (such as “30 feet straight up”). While next to the rift, the boggle can see through it and is considered to be next to the destination as well, and anything the boggle puts through the rift (including a portion of its body) emerges at the destination. Only the boggle can use the rift, and it lasts until the end of the boggle's next turn."", 'The boggle has advantage on Wisdom (Perception) checks that rely on smell.']","['Pummel', 'Oil Puddle']","['Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 2 (1d6-1) bludgeoning damage.', ""The boggle creates a puddle of oil that is either slippery or sticky (boggle's choice). The puddle is 1 inch deep and covers the ground in the boggle's space. The puddle is difficult terrain For all creatures except boggles and lasts for 1 hour."", ""\tIf the oil is slippery, any creature that enters the puddle's area or starts its turn there must succeed on a DC 11 Dexterity saving throw or fall prone."", ""\tIf the oil is sticky, any creature that enters the puddle's area or starts its turn there must succeed on a DC 11 Strength saving throw or be restrained. On its turn. a creature can use an action to try to extricate itself from the sticky puddle, ending the effect and moving into the nearest safe unoccupied space with a successful DC 11 Strength check.""]",[],[],0.125, Volo's Guide
Bone Devil,L,fiend (devil),lawful evil,19,natural armor,142,15d10+60,"40 ft., fly 40 ft.",4,18,16,18,13,14,16,"Deception +7, Insight +6","cold, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",,"fire, poison",poisoned,darkvision 120 ft.,9,"Infernal, telepathy 120 ft.","[""Devil's Sight"", 'Magic Resistance']","[""Magical darkness doesn't impede the devil's darkvision."", 'The devil has advantage on saving throws against spells and other magical effects.']","['Multiattack', 'Claw', 'Sting']","['The devil makes three attacks: two with its claws and one with its sting.', 'Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 8 (1d8 + 4) slashing damage.', 'Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success .']",[],[],12.0, monster manual
Bone Devil Polearm,L,fiend (devil),lawful evil,19,natural armor,142,15d10+60,"40 ft., fly 40 ft.",4,18,16,18,13,14,16,"Deception +7, Insight +6","cold, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",,"fire, poison",poisoned,darkvision 120 ft.,9,"Infernal, telepathy 120 ft.","[""Devil's Sight"", 'Magic Resistance']","[""Magical darkness doesn't impede the devil's darkvision."", 'The devil has advantage on saving throws against spells and other magical effects.']","['Multiattack', 'Hooked Polearm', 'Claw', 'Sting']","['The devil makes three attacks: two with its hooked polearm and one with its sting.', ""Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 17 (2d12 + 4) piercing damage. If the target is a huge or smaller creature, it is grappled (escape DC 14). Until the grapple ends, the devil can't use its polearm on another target."", 'Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 8 (1d8 + 4) slashing damage.', 'Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success .']",[],[],12.0, monster manual
Bone Naga (Guardian),L,undead,lawful evil,15,natural armor,58,9d10+9,30 ft.,2,15,16,12,15,15,16,,,,poison,"charmed, exhaustion, paralyzed, poisoned",darkvision 60 ft.,12,Common plus one other language,['Spellcasting'],"['The naga is a 5th-level spellcaster (spell save DC 12, +4 to hit with spell attacks) that needs only verbal components to cast its spells. Its spellcasting ability is Wisdom, and it has the following cleric spells prepared: ', None, '• Cantrips (at will): mending, sacred flame, thaumaturgy', '• 1st level (4 slots): command, shield of faith', '• 2nd level (3 slots): calm emotions, hold person', '• 3rd level (2 slots): bestow curse']",['Bite'],"['Melee Weapon Attack: +5 to hit, reach 10 ft., one creature. Hit: 10 (2d6 + 3) piercing damage plus 10 (3d6) poison damage.']",[],[],4.0, monster manual
Bone Naga (Spirit),L,undead,lawful evil,15,natural armor,58,9d10+9,30 ft.,2,15,16,12,15,15,16,,,,poison,"charmed, exhaustion, paralyzed, poisoned",darkvision 60 ft.,12,Common plus one other language,['Spellcasting'],"['The naga is a 5th-level spellcaster (spell save DC 12, +4 to hit with spell attacks) that needs only verbal components to cast its spells. Its spellcasting ability is Intelligence, and it has the following wizard spells prepared: ', None, '• Cantrips (at will): mage hand, minor illusion, ray of frost', '• 1st level (4 slots): charm person, sleep', '• 2nd level (3 slots): detect thoughts, hold person', '• 3rd level (2 slots): lightning bolt']",['Bite'],"['Melee Weapon Attack: +5 to hit, reach 10 ft., one creature. Hit: 10 (2d6 + 3) piercing damage plus 10 (3d6) poison damage.']",[],[],4.0, monster manual
Brass Dragon Wyrmling,M,dragon,chaotic good,16,natural armor,16,3d8+3,"30 ft., burrow 15 ft., fly 60 ft.",2,15,10,13,10,11,13,"Perception +4, Stealth +2",,,fire,,"blindsight 10 ft., darkvision 60 ft.",14,Draconic,[],[],"['Bite', 'Breath Weapons (Recharge 5-6)']","['Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage.', 'The dragon uses one of the following breath weapons.', 'Fire Breath. The dragon exhales fire in an 20-foot line that is 5 feet wide. Each creature in that line must make a DC 11 Dexterity saving throw, taking 14 (4d6) fire damage on a failed save, or half as much damage on a successful one.', 'Sleep Breath. The dragon exhales sleep gas in a 15-foot cone. Each creature in that area must succeed on a DC 11 Constitution saving throw or fall unconscious for 1 minute. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.']",[],[],1.0, monster manual
Bridesmaid of Zuggtmoy,M,plant,chaotic evil,13,natural armor,22,5d8,20 ft.,2,14,11,11,14,8,18,,,,,,darkvision 60 ft.,9,understands Abyssal but can't speak,['Fungus Stride'],"['Once on its turn, the bridesmaid can use 10 feet of its movement to step magically into one living mushroom or fungus patch within 5 feet and emerge from another within 60 feet of the first one, appearing in an unoccupied space within 5 feet of the second mushroom or fungus patch. The mushrooms and patches must be large or bigger.']","['Hallucination Spores', 'Infestation Spores (1/Day)']","['The bridesmaid ejects spores at one creature it can see within 5 feet of it. The target must succeed on a DC 10 Constitution saving throw or be poisoned for 1 minute. While poisoned in this way, the target is incapacitated. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.', 'The bridesmaid releases spores that burst out in a cloud that fills a 10-foot-radius sphere centered on it, and the cloud lingers for 1 minute. Any flesh-and-blood creature in the cloud when it appears, or that enters it later, must make a DC 10 Constitution saving throw. On a successful save, the creature can\'t be infected by these spores for 24 hours. On a failed save, the creature is infected with a disease called the spores of Zuggtmoy and also gains a random form of indefinite madness (determined by rolling on the Madness of Zuggtmoy table in appendix D) that lasts until the creature is cured of the disease or dies. While infected in this way, the creature can\'t be reinfected, and it must be repeat the saving throw at the end of every 24 hours, ending the infection on a success. On a failure, the infected creature\'s body is slowly taken over by fungal growth, and after three such failed saves, the creature dies and is reanimated as a spore servant if it\'s a type of creature that can be (see the ""Myconids"" entry in the Monster Manual).']",[],[],0.125, out of the abyss
Brontosaurus,G,beast,unaligned,15,natural armor,121,9d20+27,30 ft.,3,21,9,17,2,10,7,,,,,,,10,,[],[],"['Stomp', 'Tail']","['Melee Weapon Attack: +8 to hit, reach 20 ft., one target. Hit: 27 (5d8+5) bludgeoning damage, and the target must succed on a DC 14 Strength saving throw or be knocked prone.', 'Melee Weapon Attack: +8 to hit, reach 20 ft., one target. Hit: 32 (6d8+5) bludgeoning damage.']",[],[],5.0, Volo's Guide
